"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","662"
"Janssen Vaccines & Prevention B.V","free state","Adults","295"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1185"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","730"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","747"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","875"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","98"
"Janssen Vaccines & Prevention B.V","north west","Adults","424"
"Janssen Vaccines & Prevention B.V","western cape","Adults","250"
"Pfizer","eastern cape","12-17 Years","1095"
"Pfizer","eastern cape","Adults","745"
"Pfizer","free state","12-17 Years","653"
"Pfizer","free state","Adults","427"
"Pfizer","gauteng","12-17 Years","1248"
"Pfizer","gauteng","Adults","1887"
"Pfizer","kwazulu-natal","12-17 Years","1042"
"Pfizer","kwazulu-natal","Adults","1277"
"Pfizer","limpopo","12-17 Years","1279"
"Pfizer","limpopo","Adults","688"
"Pfizer","mpumalanga","12-17 Years","668"
"Pfizer","mpumalanga","Adults","404"
"Pfizer","northern cape","12-17 Years","217"
"Pfizer","northern cape","Adults","169"
"Pfizer","north west","12-17 Years","618"
"Pfizer","north west","Adults","354"
"Pfizer","western cape","12-17 Years","155"
"Pfizer","western cape","Adults","629"
