"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","78","0","180","258"
"Janssen Vaccines & Prevention B.V","free state","Adults","36","0","83","119"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","313","0","174","487"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","116","0","78","194"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","138","0","126","264"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","89","0","115","204"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","21","0","26","47"
"Janssen Vaccines & Prevention B.V","north west","Adults","39","0","79","118"
"Janssen Vaccines & Prevention B.V","western cape","Adults","83","0","107","190"
"Pfizer","eastern cape","12-17 Years","877","459","0","1336"
"Pfizer","eastern cape","Adults","153","237","384","774"
"Pfizer","free state","12-17 Years","100","75","0","175"
"Pfizer","free state","Adults","52","100","137","289"
"Pfizer","gauteng","12-17 Years","55","82","0","137"
"Pfizer","gauteng","Adults","245","274","246","765"
"Pfizer","kwazulu-natal","12-17 Years","74","151","0","225"
"Pfizer","kwazulu-natal","Adults","193","175","209","577"
"Pfizer","limpopo","12-17 Years","302","142","0","444"
"Pfizer","limpopo","Adults","95","134","135","364"
"Pfizer","mpumalanga","12-17 Years","115","131","0","246"
"Pfizer","mpumalanga","Adults","68","80","41","189"
"Pfizer","northern cape","12-17 Years","19","19","0","38"
"Pfizer","northern cape","Adults","23","29","16","68"
"Pfizer","north west","12-17 Years","4","45","0","49"
"Pfizer","north west","Adults","25","36","47","108"
"Pfizer","western cape","12-17 Years","36","38","0","74"
"Pfizer","western cape","Adults","101","80","138","319"
