"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","78"
"Janssen Vaccines & Prevention B.V","free state","Adults","36"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","313"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","116"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","138"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","89"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","21"
"Janssen Vaccines & Prevention B.V","north west","Adults","39"
"Janssen Vaccines & Prevention B.V","western cape","Adults","83"
"Pfizer","eastern cape","12-17 Years","459"
"Pfizer","eastern cape","Adults","237"
"Pfizer","free state","12-17 Years","75"
"Pfizer","free state","Adults","100"
"Pfizer","gauteng","12-17 Years","82"
"Pfizer","gauteng","Adults","275"
"Pfizer","kwazulu-natal","12-17 Years","151"
"Pfizer","kwazulu-natal","Adults","175"
"Pfizer","limpopo","12-17 Years","142"
"Pfizer","limpopo","Adults","134"
"Pfizer","mpumalanga","12-17 Years","131"
"Pfizer","mpumalanga","Adults","80"
"Pfizer","northern cape","12-17 Years","19"
"Pfizer","northern cape","Adults","29"
"Pfizer","north west","12-17 Years","45"
"Pfizer","north west","Adults","36"
"Pfizer","western cape","12-17 Years","38"
"Pfizer","western cape","Adults","80"
