"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14401","5457","19858"
"National","eastern cape","Amathole DM","Public Health","Male","12310","4486","16796"
"National","eastern cape","A Nzo DM","Public Health","Female","32291","16792","49083"
"National","eastern cape","A Nzo DM","Public Health","Male","28483","13095","41578"
"National","eastern cape","Buffalo City MM","Private Health","Female","2821","1155","3976"
"National","eastern cape","Buffalo City MM","Private Health","Male","2298","890","3188"
"National","eastern cape","Buffalo City MM","Public Health","Female","16426","9505","25931"
"National","eastern cape","Buffalo City MM","Public Health","Male","12938","6658","19596"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","155","76","231"
"National","eastern cape","C Hani DM","Public Health","Female","13792","3610","17402"
"National","eastern cape","C Hani DM","Public Health","Male","11103","2631","13734"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","653","362","1015"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","493","216","709"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7832","2715","10547"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7005","2194","9199"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4047","2036","6083"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3667","1705","5372"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15811","6492","22303"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12283","4601","16884"
"National","eastern cape","O Tambo DM","Private Health","Female","308","119","427"
"National","eastern cape","O Tambo DM","Private Health","Male","245","112","357"
"National","eastern cape","O Tambo DM","Public Health","Female","43745","17009","60754"
"National","eastern cape","O Tambo DM","Public Health","Male","36696","12701","49397"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1566","1076","2642"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1361","816","2177"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9598","5375","14973"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8064","4007","12071"
"National","free state","Fezile Dabi DM","Private Health","Female","471","340","811"
"National","free state","Fezile Dabi DM","Private Health","Male","447","282","729"
"National","free state","Fezile Dabi DM","Public Health","Female","13160","5017","18177"
"National","free state","Fezile Dabi DM","Public Health","Male","10753","3638","14391"
"National","free state","Lejweleputswa DM","Private Health","Female","3749","1445","5194"
"National","free state","Lejweleputswa DM","Private Health","Male","2998","1087","4085"
"National","free state","Lejweleputswa DM","Public Health","Female","14022","5282","19304"
"National","free state","Lejweleputswa DM","Public Health","Male","12031","3728","15759"
"National","free state","Mangaung MM","Private Health","Female","2951","1924","4875"
"National","free state","Mangaung MM","Private Health","Male","2426","1453","3879"
"National","free state","Mangaung MM","Public Health","Female","23401","13853","37254"
"National","free state","Mangaung MM","Public Health","Male","20887","11194","32081"
"National","free state","T Mofutsanyana DM","Private Health","Female","1837","1118","2955"
"National","free state","T Mofutsanyana DM","Private Health","Male","1577","910","2487"
"National","free state","T Mofutsanyana DM","Public Health","Female","26716","15427","42143"
"National","free state","T Mofutsanyana DM","Public Health","Male","22953","11635","34588"
"National","free state","Xhariep DM","Public Health","Female","4247","1194","5441"
"National","free state","Xhariep DM","Public Health","Male","3473","814","4287"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10725","6538","17263"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9901","5589","15490"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40624","15237","55861"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32186","11164","43350"
"National","gauteng","Johannesburg MM","Private Health","Female","25222","13632","38854"
"National","gauteng","Johannesburg MM","Private Health","Male","23037","11865","34902"
"National","gauteng","Johannesburg MM","Public Health","Female","46125","16754","62879"
"National","gauteng","Johannesburg MM","Public Health","Male","37379","13104","50483"
"National","gauteng","Sedibeng DM","Private Health","Female","1578","1005","2583"
"National","gauteng","Sedibeng DM","Private Health","Male","1412","683","2095"
"National","gauteng","Sedibeng DM","Public Health","Female","13696","5873","19569"
"National","gauteng","Sedibeng DM","Public Health","Male","10809","4522","15331"
"National","gauteng","Tshwane MM","Private Health","Female","11419","6577","17996"
"National","gauteng","Tshwane MM","Private Health","Male","10868","5959","16827"
"National","gauteng","Tshwane MM","Public Health","Female","39870","18638","58508"
"National","gauteng","Tshwane MM","Public Health","Male","30859","13120","43979"
"National","gauteng","West Rand DM","Private Health","Female","2166","1495","3661"
"National","gauteng","West Rand DM","Private Health","Male","1805","1223","3028"
"National","gauteng","West Rand DM","Public Health","Female","17419","8801","26220"
"National","gauteng","West Rand DM","Public Health","Male","14249","6581","20830"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","184","57","241"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6504","2818","9322"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4201","1739","5940"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11698","6874","18572"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10923","6116","17039"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14420","5529","19949"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11765","4437","16202"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","352","163","515"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","342","135","477"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12936","7743","20679"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10114","5608","15722"
"National","kwazulu-natal","iLembe DM","Private Health","Female","541","329","870"
"National","kwazulu-natal","iLembe DM","Private Health","Male","479","276","755"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8287","4120","12407"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4895","2206","7101"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","328","131","459"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","303","92","395"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12308","5026","17334"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7998","3069","11067"
"National","kwazulu-natal","Ugu DM","Private Health","Female","893","552","1445"
"National","kwazulu-natal","Ugu DM","Private Health","Male","711","423","1134"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12325","5141","17466"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7970","2773","10743"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1599","834","2433"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1484","757","2241"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12550","4944","17494"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8760","3066","11826"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","24","6","30"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20386","10292","30678"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12917","5412","18329"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14799","6303","21102"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9117","3431","12548"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","280","120","400"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15174","6848","22022"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10247","4020","14267"
"National","kwazulu-natal","Zululand DM","Private Health","Female","59","7","66"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23998","12797","36795"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17269","8102","25371"
"National","limpopo","Capricorn DM","Private Health","Female","2575","1381","3956"
"National","limpopo","Capricorn DM","Private Health","Male","2110","1039","3149"
"National","limpopo","Capricorn DM","Public Health","Female","34430","14115","48545"
"National","limpopo","Capricorn DM","Public Health","Male","29628","10676","40304"
"National","limpopo","Mopani DM","Private Health","Female","955","470","1425"
"National","limpopo","Mopani DM","Private Health","Male","835","395","1230"
"National","limpopo","Mopani DM","Public Health","Female","36366","12589","48955"
"National","limpopo","Mopani DM","Public Health","Male","29924","9057","38981"
"National","limpopo","Sekhukhune DM","Private Health","Female","885","462","1347"
"National","limpopo","Sekhukhune DM","Private Health","Male","890","360","1250"
"National","limpopo","Sekhukhune DM","Public Health","Female","25481","9573","35054"
"National","limpopo","Sekhukhune DM","Public Health","Male","24950","8066","33016"
"National","limpopo","Vhembe DM","Private Health","Female","5838","2475","8313"
"National","limpopo","Vhembe DM","Private Health","Male","4020","1455","5475"
"National","limpopo","Vhembe DM","Public Health","Female","32299","10254","42553"
"National","limpopo","Vhembe DM","Public Health","Male","26885","7326","34211"
"National","limpopo","Waterberg DM","Private Health","Female","1235","510","1745"
"National","limpopo","Waterberg DM","Private Health","Male","1119","433","1552"
"National","limpopo","Waterberg DM","Public Health","Female","16532","6522","23054"
"National","limpopo","Waterberg DM","Public Health","Male","13759","4769","18528"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2010","938","2948"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1711","836","2547"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45999","18994","64993"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35063","12303","47366"
"National","mpumalanga","G Sibande DM","Private Health","Female","696","267","963"
"National","mpumalanga","G Sibande DM","Private Health","Male","590","246","836"
"National","mpumalanga","G Sibande DM","Public Health","Female","15410","5987","21397"
"National","mpumalanga","G Sibande DM","Public Health","Male","11873","4059","15932"
"National","mpumalanga","Nkangala DM","Private Health","Female","1049","439","1488"
"National","mpumalanga","Nkangala DM","Private Health","Male","1005","396","1401"
"National","mpumalanga","Nkangala DM","Public Health","Female","16012","6157","22169"
"National","mpumalanga","Nkangala DM","Public Health","Male","16683","5150","21833"
"National","northern cape","Frances Baard DM","Private Health","Female","1229","619","1848"
"National","northern cape","Frances Baard DM","Private Health","Male","1168","503","1671"
"National","northern cape","Frances Baard DM","Public Health","Female","6378","3104","9482"
"National","northern cape","Frances Baard DM","Public Health","Male","5151","2310","7461"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","315","195","510"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","272","143","415"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3238","1172","4410"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2486","877","3363"
"National","northern cape","Namakwa DM","Private Health","Female","167","98","265"
"National","northern cape","Namakwa DM","Private Health","Male","152","71","223"
"National","northern cape","Namakwa DM","Public Health","Female","1547","570","2117"
"National","northern cape","Namakwa DM","Public Health","Male","1226","432","1658"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3599","1593","5192"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2750","1143","3893"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","315","109","424"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","262","76","338"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3662","1554","5216"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2899","1094","3993"
"National","north west","Bojanala Platinum DM","Private Health","Female","2435","1169","3604"
"National","north west","Bojanala Platinum DM","Private Health","Male","2212","961","3173"
"National","north west","Bojanala Platinum DM","Public Health","Female","29807","12294","42101"
"National","north west","Bojanala Platinum DM","Public Health","Male","24544","8968","33512"
"National","north west","Dr K Kaunda DM","Private Health","Female","1348","659","2007"
"National","north west","Dr K Kaunda DM","Private Health","Male","1143","530","1673"
"National","north west","Dr K Kaunda DM","Public Health","Female","12587","4425","17012"
