"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","69"
"Janssen Vaccines & Prevention B.V","free state","Adults","18"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","379"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","120"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","340"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","157"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","68"
"Janssen Vaccines & Prevention B.V","north west","Adults","94"
"Janssen Vaccines & Prevention B.V","western cape","Adults","72"
"Pfizer","eastern cape","12-17 Years","654"
"Pfizer","eastern cape","Adults","237"
"Pfizer","free state","12-17 Years","135"
"Pfizer","free state","Adults","99"
"Pfizer","gauteng","12-17 Years","66"
"Pfizer","gauteng","Adults","260"
"Pfizer","kwazulu-natal","12-17 Years","10"
"Pfizer","kwazulu-natal","Adults","178"
"Pfizer","limpopo","12-17 Years","91"
"Pfizer","limpopo","Adults","161"
"Pfizer","mpumalanga","12-17 Years","186"
"Pfizer","mpumalanga","Adults","139"
"Pfizer","northern cape","12-17 Years","28"
"Pfizer","northern cape","Adults","34"
"Pfizer","north west","12-17 Years","27"
"Pfizer","north west","Adults","41"
"Pfizer","western cape","12-17 Years","100"
"Pfizer","western cape","Adults","93"
