"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10642","5058","15700"
"National","eastern cape","Private Health","Male","8920","3892","12812"
"National","eastern cape","Public Health","Female","143457","48288","191745"
"National","eastern cape","Public Health","Male","116806","33609","150415"
"National","free state","Private Health","Female","9194","4393","13587"
"National","free state","Private Health","Male","7493","3349","10842"
"National","free state","Public Health","Female","84010","38692","122702"
"National","free state","Public Health","Male","71782","28943","100725"
"National","gauteng","Private Health","Female","54003","29581","83584"
"National","gauteng","Private Health","Male","49365","25193","74558"
"National","gauteng","Public Health","Female","162271","63317","225588"
"National","gauteng","Public Health","Male","127972","46248","174220"
"National","kwazulu-natal","Private Health","Female","17429","9638","27067"
"National","kwazulu-natal","Private Health","Male","15730","8177","23907"
"National","kwazulu-natal","Public Health","Female","152060","59666","211726"
"National","kwazulu-natal","Public Health","Male","103271","36159","139430"
"National","limpopo","Private Health","Female","11705","5041","16746"
"National","limpopo","Private Health","Male","9063","3502","12565"
"National","limpopo","Public Health","Female","137205","44436","181641"
"National","limpopo","Public Health","Male","117271","33226","150497"
"National","mpumalanga","Private Health","Female","4038","1676","5714"
"National","mpumalanga","Private Health","Male","3520","1460","4980"
"National","mpumalanga","Public Health","Female","74388","23894","98282"
"National","mpumalanga","Public Health","Male","61740","16844","78584"
"National","northern cape","Private Health","Female","2143","1032","3175"
"National","northern cape","Private Health","Male","1956","776","2732"
"National","northern cape","Public Health","Female","16472","5147","21619"
"National","northern cape","Public Health","Male","12951","3825","16776"
"National","north west","Private Health","Female","5269","2399","7668"
"National","north west","Private Health","Male","4759","2006","6765"
"National","north west","Public Health","Female","79079","27223","106302"
"National","north west","Public Health","Male","65336","19510","84846"
"National","western cape","Private Health","Female","23725","12313","36038"
"National","western cape","Private Health","Male","21286","10604","31890"
"National","western cape","Public Health","Female","47058","15498","62556"
"National","western cape","Public Health","Male","39132","12622","51754"
