"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","866074","0","157987","1024061"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465517","0","96542","562059"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1443188","0","218492","1661680"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1167956","0","187047","1355003"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1059102","0","162919","1222021"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","820104","0","135225","955329"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","209185","0","36085","245270"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","697429","0","120045","817474"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","666245","0","115029","781274"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137625","0","65389","203014"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94511","0","40023","134534"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34195","0","17016","51211"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21990","0","7152","29142"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23485","0","8966","32451"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94622","0","61527","156149"
"Pfizer","National","eastern cape","Adults","1377265","1157319","265468","2800052"
"Pfizer","National","eastern cape","12-17 Years","299194","127314","0","426508"
"Pfizer","National","free state","12-17 Years","165550","79611","0","245161"
"Pfizer","National","free state","Adults","689903","605072","147171","1442146"
"Pfizer","National","gauteng","12-17 Years","375909","166640","29","542578"
"Pfizer","National","gauteng","Adults","3969090","3437274","700340","8106704"
"Pfizer","National","kwazulu-natal","Adults","2022094","1680787","343171","4046052"
"Pfizer","National","kwazulu-natal","12-17 Years","285063","130896","13","415972"
"Pfizer","National","limpopo","Adults","1070859","895487","184397","2150743"
"Pfizer","National","limpopo","12-17 Years","288973","101696","2","390671"
"Pfizer","National","mpumalanga","12-17 Years","146281","55870","3","202154"
"Pfizer","National","mpumalanga","Adults","590889","485536","111473","1187898"
"Pfizer","National","northern cape","12-17 Years","37205","15921","0","53126"
"Pfizer","National","northern cape","Adults","231540","197335","38021","466896"
"Pfizer","National","north west","12-17 Years","146988","52152","4","199144"
"Pfizer","National","north west","Adults","636697","548527","117359","1302583"
"Pfizer","National","western cape","12-17 Years","127721","54211","3","181935"
"Pfizer","National","western cape","Adults","2143389","1880869","499750","4524008"
