"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","87","0","149","236"
"Janssen Vaccines & Prevention B.V","free state","Adults","45","0","72","117"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","305","0","125","430"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","138","0","99","237"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","99","0","170","269"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","99","0","106","205"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","15","0","29","44"
"Janssen Vaccines & Prevention B.V","north west","Adults","42","0","62","104"
"Janssen Vaccines & Prevention B.V","western cape","Adults","76","0","53","129"
"Pfizer","eastern cape","12-17 Years","487","454","0","941"
"Pfizer","eastern cape","Adults","210","256","311","777"
"Pfizer","free state","12-17 Years","42","66","0","108"
"Pfizer","free state","Adults","67","72","104","243"
"Pfizer","gauteng","12-17 Years","54","74","0","128"
"Pfizer","gauteng","Adults","252","307","293","852"
"Pfizer","kwazulu-natal","12-17 Years","38","31","0","69"
"Pfizer","kwazulu-natal","Adults","175","201","179","555"
"Pfizer","limpopo","12-17 Years","216","159","0","375"
"Pfizer","limpopo","Adults","72","96","110","278"
"Pfizer","mpumalanga","12-17 Years","175","203","0","378"
"Pfizer","mpumalanga","Adults","90","87","54","231"
"Pfizer","northern cape","12-17 Years","39","19","0","58"
"Pfizer","northern cape","Adults","17","23","8","48"
"Pfizer","north west","12-17 Years","9","16","0","25"
"Pfizer","north west","Adults","20","30","27","77"
"Pfizer","western cape","12-17 Years","77","26","0","103"
"Pfizer","western cape","Adults","100","101","154","355"
