"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","3","0","1","4"
"Janssen Vaccines & Prevention B.V","free state","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","26","0","9","35"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","18","0","8","26"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","55","0","52","107"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","14","0","3","17"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","14","0","6","20"
"Janssen Vaccines & Prevention B.V","north west","Adults","5","0","10","15"
"Janssen Vaccines & Prevention B.V","western cape","Adults","14","0","10","24"
"Pfizer","eastern cape","12-17 Years","59","4","0","63"
"Pfizer","eastern cape","Adults","3","3","2","8"
"Pfizer","free state","12-17 Years","0","1","0","1"
"Pfizer","free state","Adults","0","0","0","0"
"Pfizer","gauteng","12-17 Years","7","7","0","14"
"Pfizer","gauteng","Adults","26","29","34","89"
"Pfizer","kwazulu-natal","12-17 Years","8","4","0","12"
"Pfizer","kwazulu-natal","Adults","6","15","9","30"
"Pfizer","limpopo","12-17 Years","2","3","0","5"
"Pfizer","limpopo","Adults","42","31","39","112"
"Pfizer","mpumalanga","Adults","4","1","0","5"
"Pfizer","northern cape","12-17 Years","1","1","0","2"
"Pfizer","northern cape","Adults","8","4","4","16"
"Pfizer","north west","Adults","1","6","6","13"
"Pfizer","western cape","12-17 Years","2","0","0","2"
"Pfizer","western cape","Adults","12","10","26","48"
