"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","3"
"Janssen Vaccines & Prevention B.V","free state","Adults","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","26"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","18"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","55"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","14"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","14"
"Janssen Vaccines & Prevention B.V","north west","Adults","5"
"Janssen Vaccines & Prevention B.V","western cape","Adults","14"
"Pfizer","eastern cape","12-17 Years","4"
"Pfizer","eastern cape","Adults","3"
"Pfizer","free state","12-17 Years","1"
"Pfizer","free state","Adults","0"
"Pfizer","gauteng","12-17 Years","7"
"Pfizer","gauteng","Adults","29"
"Pfizer","kwazulu-natal","12-17 Years","4"
"Pfizer","kwazulu-natal","Adults","15"
"Pfizer","limpopo","12-17 Years","3"
"Pfizer","limpopo","Adults","31"
"Pfizer","mpumalanga","Adults","1"
"Pfizer","northern cape","12-17 Years","1"
"Pfizer","northern cape","Adults","4"
"Pfizer","north west","Adults","6"
"Pfizer","western cape","12-17 Years","0"
"Pfizer","western cape","Adults","10"
