"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","842345","0","116677","959022"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","455876","0","73098","528974"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1370759","0","173783","1544542"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1118853","0","144717","1263570"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1030220","0","118330","1148550"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","779120","0","92784","871904"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","201957","0","23853","225810"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","681457","0","95080","776537"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","644905","0","95823","740728"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60859","0","24220","85079"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137332","0","65377","202709"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94478","0","40018","134496"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21891","0","7150","29041"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23465","0","8964","32429"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94569","0","61528","156097"
"Pfizer","National","eastern cape","Adults","1315076","1100136","190041","2605253"
"Pfizer","National","eastern cape","12-17 Years","271646","80801","0","352447"
"Pfizer","National","free state","12-17 Years","169020","71956","0","240976"
"Pfizer","National","free state","Adults","661986","578211","116009","1356206"
"Pfizer","National","gauteng","12-17 Years","387307","159190","7","546504"
"Pfizer","National","gauteng","Adults","3855407","3328646","603071","7787124"
"Pfizer","National","kwazulu-natal","Adults","1936437","1602305","285419","3824161"
"Pfizer","National","kwazulu-natal","12-17 Years","273582","102602","4","376188"
"Pfizer","National","limpopo","Adults","1024020","859599","147198","2030817"
"Pfizer","National","limpopo","12-17 Years","259587","78974","0","338561"
"Pfizer","National","mpumalanga","12-17 Years","139130","39374","0","178504"
"Pfizer","National","mpumalanga","Adults","558078","457658","84549","1100285"
"Pfizer","National","northern cape","12-17 Years","31555","9554","0","41109"
"Pfizer","National","northern cape","Adults","220590","188413","28516","437519"
"Pfizer","National","north west","12-17 Years","151581","48454","2","200037"
"Pfizer","National","north west","Adults","611987","528800","97525","1238312"
"Pfizer","National","western cape","12-17 Years","130703","50266","1","180970"
"Pfizer","National","western cape","Adults","2100834","1840588","442488","4383910"
