"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","3","0","2","5"
"Janssen Vaccines & Prevention B.V","free state","Adults","1","0","5","6"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","31","0","13","44"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","19","0","18","37"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","16","0","7","23"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","16","0","7","23"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","25","0","62","87"
"Janssen Vaccines & Prevention B.V","western cape","Adults","9","0","0","9"
"Pfizer","eastern cape","12-17 Years","0","2","0","2"
"Pfizer","eastern cape","Adults","20","3","12","35"
"Pfizer","free state","12-17 Years","1","5","0","6"
"Pfizer","free state","Adults","0","3","1","4"
"Pfizer","gauteng","12-17 Years","14","15","0","29"
"Pfizer","gauteng","Adults","54","94","86","234"
"Pfizer","kwazulu-natal","12-17 Years","4","10","0","14"
"Pfizer","kwazulu-natal","Adults","30","21","30","81"
"Pfizer","limpopo","12-17 Years","5","2","0","7"
"Pfizer","limpopo","Adults","33","14","17","64"
"Pfizer","mpumalanga","12-17 Years","3","2","0","5"
"Pfizer","mpumalanga","Adults","8","3","2","13"
"Pfizer","northern cape","12-17 Years","1","0","0","1"
"Pfizer","northern cape","Adults","0","1","2","3"
"Pfizer","north west","12-17 Years","0","4","0","4"
"Pfizer","north west","Adults","9","43","40","92"
"Pfizer","western cape","12-17 Years","1","18","0","19"
"Pfizer","western cape","Adults","8","23","25","56"
