"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","3"
"Janssen Vaccines & Prevention B.V","free state","Adults","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","31"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","19"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","16"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","16"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","25"
"Janssen Vaccines & Prevention B.V","western cape","Adults","9"
"Pfizer","eastern cape","12-17 Years","2"
"Pfizer","eastern cape","Adults","3"
"Pfizer","free state","12-17 Years","5"
"Pfizer","free state","Adults","3"
"Pfizer","gauteng","12-17 Years","15"
"Pfizer","gauteng","Adults","94"
"Pfizer","kwazulu-natal","12-17 Years","10"
"Pfizer","kwazulu-natal","Adults","21"
"Pfizer","limpopo","12-17 Years","2"
"Pfizer","limpopo","Adults","14"
"Pfizer","mpumalanga","12-17 Years","2"
"Pfizer","mpumalanga","Adults","3"
"Pfizer","northern cape","12-17 Years","0"
"Pfizer","northern cape","Adults","1"
"Pfizer","north west","12-17 Years","4"
"Pfizer","north west","Adults","43"
"Pfizer","western cape","12-17 Years","18"
"Pfizer","western cape","Adults","23"
