"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102957"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119936"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72186"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107573"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51424"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165898"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212140"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90869"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81300"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76065"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153648"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144807"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33410"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","327608"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","560449"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102807"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469223"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108037"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80140"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","345468"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58796"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63948"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102882"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67813"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141735"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102803"
