"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","903112"
"Janssen Vaccines & Prevention B.V","free state","Adults","480266"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1507924"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1213195"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1064368"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","800998"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","211414"
"Janssen Vaccines & Prevention B.V","north west","Adults","704771"
"Janssen Vaccines & Prevention B.V","western cape","Adults","739424"
"Pfizer","eastern cape","12-17 Years","80801"
"Pfizer","eastern cape","Adults","1100034"
"Pfizer","free state","12-17 Years","71976"
"Pfizer","free state","Adults","578190"
"Pfizer","gauteng","12-17 Years","159207"
"Pfizer","gauteng","Adults","3328461"
"Pfizer","kwazulu-natal","12-17 Years","102471"
"Pfizer","kwazulu-natal","Adults","1602094"
"Pfizer","limpopo","12-17 Years","78977"
"Pfizer","limpopo","Adults","859555"
"Pfizer","mpumalanga","12-17 Years","39383"
"Pfizer","mpumalanga","Adults","457646"
"Pfizer","northern cape","12-17 Years","9552"
"Pfizer","northern cape","Adults","188396"
"Pfizer","north west","12-17 Years","48394"
"Pfizer","north west","Adults","528624"
"Pfizer","western cape","12-17 Years","50285"
"Pfizer","western cape","Adults","1840557"
