"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10677","5010","15687"
"National","eastern cape","Private Health","Male","8926","3853","12779"
"National","eastern cape","Public Health","Female","139095","42894","181989"
"National","eastern cape","Public Health","Male","112968","29044","142012"
"National","free state","Private Health","Female","9211","4261","13472"
"National","free state","Private Health","Male","7467","3255","10722"
"National","free state","Public Health","Female","82323","37096","119419"
"National","free state","Public Health","Male","70080","27364","97444"
"National","gauteng","Private Health","Female","54203","29363","83566"
"National","gauteng","Private Health","Male","49404","24964","74368"
"National","gauteng","Public Health","Female","158615","60735","219350"
"National","gauteng","Public Health","Male","125179","44145","169324"
"National","kwazulu-natal","Private Health","Female","17459","9543","27002"
"National","kwazulu-natal","Private Health","Male","15737","8078","23815"
"National","kwazulu-natal","Public Health","Female","143182","53137","196319"
"National","kwazulu-natal","Public Health","Male","96973","31713","128686"
"National","limpopo","Private Health","Female","11489","4777","16266"
"National","limpopo","Private Health","Male","8905","3399","12304"
"National","limpopo","Public Health","Female","129628","40707","170335"
"National","limpopo","Public Health","Male","109631","30094","139725"
"National","mpumalanga","Private Health","Female","4026","1653","5679"
"National","mpumalanga","Private Health","Male","3516","1435","4951"
"National","mpumalanga","Public Health","Female","71909","21273","93182"
"National","mpumalanga","Public Health","Male","59732","15022","74754"
"National","northern cape","Private Health","Female","2150","1019","3169"
"National","northern cape","Private Health","Male","1950","759","2709"
"National","northern cape","Public Health","Female","15359","4453","19812"
"National","northern cape","Public Health","Male","12104","3321","15425"
"National","north west","Private Health","Female","5299","2389","7688"
"National","north west","Private Health","Male","4777","1989","6766"
"National","north west","Public Health","Female","77544","25718","103262"
"National","north west","Public Health","Male","63931","18298","82229"
"National","western cape","Private Health","Female","23727","12133","35860"
"National","western cape","Private Health","Male","21233","10378","31611"
"National","western cape","Public Health","Female","46888","15309","62197"
"National","western cape","Public Health","Male","38913","12465","51378"
