"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","842253","0","116482","958735"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","455876","0","73091","528967"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1370592","0","173635","1544227"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1118716","0","144588","1263304"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1030187","0","118250","1148437"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","779107","0","92764","871871"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","201950","0","23847","225797"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","681306","0","94663","775969"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","644865","0","95816","740681"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60859","0","24220","85079"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137332","0","65377","202709"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94478","0","40018","134496"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21891","0","7150","29041"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23465","0","8964","32429"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94559","0","61528","156087"
"Pfizer","National","eastern cape","Adults","1314956","1100032","189991","2604979"
"Pfizer","National","eastern cape","12-17 Years","271666","80801","0","352467"
"Pfizer","National","free state","12-17 Years","169081","71976","0","241057"
"Pfizer","National","free state","Adults","661925","578190","116008","1356123"
"Pfizer","National","gauteng","12-17 Years","387401","159207","7","546615"
"Pfizer","National","gauteng","Adults","3855165","3328448","602834","7786447"
"Pfizer","National","kwazulu-natal","Adults","1936192","1602090","285239","3823521"
"Pfizer","National","kwazulu-natal","12-17 Years","273351","102471","4","375826"
"Pfizer","National","limpopo","Adults","1023904","859555","147133","2030592"
"Pfizer","National","limpopo","12-17 Years","259653","78977","0","338630"
"Pfizer","National","mpumalanga","12-17 Years","139183","39383","0","178566"
"Pfizer","National","mpumalanga","Adults","558023","457646","84543","1100212"
"Pfizer","National","northern cape","12-17 Years","31563","9552","0","41115"
"Pfizer","National","northern cape","Adults","220554","188396","28507","437457"
"Pfizer","National","north west","12-17 Years","151551","48394","2","199947"
"Pfizer","National","north west","Adults","611894","528623","97318","1237835"
"Pfizer","National","western cape","12-17 Years","130761","50285","1","181047"
"Pfizer","National","western cape","Adults","2100765","1840553","442456","4383774"
