"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","9"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","9"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","7"
"Janssen Vaccines & Prevention B.V","north west","Adults","3"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1"
"Pfizer","eastern cape","12-17 Years","1"
"Pfizer","gauteng","12-17 Years","2"
"Pfizer","gauteng","Adults","13"
"Pfizer","kwazulu-natal","12-17 Years","0"
"Pfizer","kwazulu-natal","Adults","1"
"Pfizer","limpopo","12-17 Years","0"
"Pfizer","limpopo","Adults","1"
"Pfizer","mpumalanga","Adults","5"
"Pfizer","north west","12-17 Years","3"
"Pfizer","north west","Adults","29"
"Pfizer","western cape","12-17 Years","1"
"Pfizer","western cape","Adults","1"
