"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","9","0","3","12"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","9","0","7","16"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4","0","0","4"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","7","0","4","11"
"Janssen Vaccines & Prevention B.V","north west","Adults","3","0","28","31"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1","0","11","12"
"Pfizer","eastern cape","12-17 Years","0","1","0","1"
"Pfizer","gauteng","12-17 Years","1","2","0","3"
"Pfizer","gauteng","Adults","15","13","18","46"
"Pfizer","kwazulu-natal","12-17 Years","1","0","0","1"
"Pfizer","kwazulu-natal","Adults","3","1","0","4"
"Pfizer","limpopo","12-17 Years","1","0","0","1"
"Pfizer","limpopo","Adults","5","1","1","7"
"Pfizer","mpumalanga","Adults","1","5","3","9"
"Pfizer","north west","12-17 Years","1","3","0","4"
"Pfizer","north west","Adults","3","29","24","56"
"Pfizer","western cape","12-17 Years","1","1","0","2"
"Pfizer","western cape","Adults","1","1","14","16"
