"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","91","0","279","370"
"Janssen Vaccines & Prevention B.V","free state","Adults","54","0","133","187"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","383","0","286","669"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","351","0","272","623"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","203","0","418","621"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","409","0","447","856"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","88","0","169","257"
"Janssen Vaccines & Prevention B.V","north west","Adults","90","0","163","253"
"Janssen Vaccines & Prevention B.V","western cape","Adults","106","0","107","213"
"Pfizer","eastern cape","12-17 Years","216","475","0","691"
"Pfizer","eastern cape","Adults","159","307","327","793"
"Pfizer","free state","12-17 Years","164","240","0","404"
"Pfizer","free state","Adults","95","179","238","512"
"Pfizer","gauteng","12-17 Years","41","82","0","123"
"Pfizer","gauteng","Adults","428","506","561","1495"
"Pfizer","kwazulu-natal","12-17 Years","196","800","0","996"
"Pfizer","kwazulu-natal","Adults","256","443","365","1064"
"Pfizer","limpopo","12-17 Years","494","300","0","794"
"Pfizer","limpopo","Adults","197","266","273","736"
"Pfizer","mpumalanga","12-17 Years","223","264","0","487"
"Pfizer","mpumalanga","Adults","241","241","320","802"
"Pfizer","northern cape","12-17 Years","235","364","0","599"
"Pfizer","northern cape","Adults","36","58","69","163"
"Pfizer","north west","12-17 Years","74","92","0","166"
"Pfizer","north west","Adults","62","73","101","236"
"Pfizer","western cape","12-17 Years","96","22","0","118"
"Pfizer","western cape","Adults","135","207","294","636"
