"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","91"
"Janssen Vaccines & Prevention B.V","free state","Adults","54"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","383"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","351"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","203"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","409"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","88"
"Janssen Vaccines & Prevention B.V","north west","Adults","90"
"Janssen Vaccines & Prevention B.V","western cape","Adults","106"
"Pfizer","eastern cape","12-17 Years","475"
"Pfizer","eastern cape","Adults","307"
"Pfizer","free state","12-17 Years","240"
"Pfizer","free state","Adults","179"
"Pfizer","gauteng","12-17 Years","82"
"Pfizer","gauteng","Adults","506"
"Pfizer","kwazulu-natal","12-17 Years","800"
"Pfizer","kwazulu-natal","Adults","443"
"Pfizer","limpopo","12-17 Years","300"
"Pfizer","limpopo","Adults","266"
"Pfizer","mpumalanga","12-17 Years","264"
"Pfizer","mpumalanga","Adults","241"
"Pfizer","northern cape","12-17 Years","364"
"Pfizer","northern cape","Adults","58"
"Pfizer","north west","12-17 Years","92"
"Pfizer","north west","Adults","73"
"Pfizer","western cape","12-17 Years","22"
"Pfizer","western cape","Adults","207"
