"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","0"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","gauteng","12-17 Years","1"
"Pfizer","gauteng","Adults","8"
"Pfizer","kwazulu-natal","Adults","0"
"Pfizer","mpumalanga","12-17 Years","0"
"Pfizer","mpumalanga","Adults","2"
"Pfizer","northern cape","12-17 Years","0"
"Pfizer","northern cape","Adults","1"
"Pfizer","north west","12-17 Years","0"
"Pfizer","north west","Adults","5"
"Pfizer","western cape","12-17 Years","0"
"Pfizer","western cape","Adults","7"
