"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","98"
"Janssen Vaccines & Prevention B.V","free state","Adults","64"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","378"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","140"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","181"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","154"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","50"
"Janssen Vaccines & Prevention B.V","north west","Adults","87"
"Janssen Vaccines & Prevention B.V","western cape","Adults","106"
"Pfizer","eastern cape","12-17 Years","700"
"Pfizer","eastern cape","Adults","303"
"Pfizer","free state","12-17 Years","78"
"Pfizer","free state","Adults","124"
"Pfizer","gauteng","12-17 Years","64"
"Pfizer","gauteng","Adults","396"
"Pfizer","kwazulu-natal","12-17 Years","237"
"Pfizer","kwazulu-natal","Adults","328"
"Pfizer","limpopo","12-17 Years","120"
"Pfizer","limpopo","Adults","145"
"Pfizer","mpumalanga","12-17 Years","219"
"Pfizer","mpumalanga","Adults","132"
"Pfizer","northern cape","12-17 Years","25"
"Pfizer","northern cape","Adults","17"
"Pfizer","north west","12-17 Years","5"
"Pfizer","north west","Adults","49"
"Pfizer","western cape","12-17 Years","93"
"Pfizer","western cape","Adults","134"
