"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","98","0","241","339"
"Janssen Vaccines & Prevention B.V","free state","Adults","64","0","167","231"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","378","0","228","606"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","140","0","183","323"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","181","0","157","338"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","154","0","252","406"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","50","0","43","93"
"Janssen Vaccines & Prevention B.V","north west","Adults","87","0","83","170"
"Janssen Vaccines & Prevention B.V","western cape","Adults","106","0","66","172"
"Pfizer","eastern cape","12-17 Years","718","700","0","1418"
"Pfizer","eastern cape","Adults","246","303","313","862"
"Pfizer","free state","12-17 Years","38","78","0","116"
"Pfizer","free state","Adults","87","124","217","428"
"Pfizer","gauteng","12-17 Years","25","64","0","89"
"Pfizer","gauteng","Adults","313","396","442","1151"
"Pfizer","kwazulu-natal","12-17 Years","128","237","0","365"
"Pfizer","kwazulu-natal","Adults","266","328","252","846"
"Pfizer","limpopo","12-17 Years","366","120","0","486"
"Pfizer","limpopo","Adults","107","145","116","368"
"Pfizer","mpumalanga","12-17 Years","254","219","0","473"
"Pfizer","mpumalanga","Adults","79","132","77","288"
"Pfizer","northern cape","12-17 Years","17","25","0","42"
"Pfizer","northern cape","Adults","33","17","31","81"
"Pfizer","north west","12-17 Years","26","5","0","31"
"Pfizer","north west","Adults","39","49","53","141"
"Pfizer","western cape","12-17 Years","188","93","0","281"
"Pfizer","western cape","Adults","137","134","220","491"
